DIGARVID,Slope,Aspect,VRM,TWI
b7b9da51ed,5.367118,38.63621,0.014701,10.41812
73ed055490,5.367118,38.63621,0.014701,10.41812
9f02e835a9,14.23551,59.58421,0.004829,6.950436
973095a49c,14.23551,59.58421,0.004829,6.950436
3dd1f074f3,14.23551,59.58421,0.004829,6.950436
750efe2799,14.66161,61.99702,0.001687,6.930439
5b069df350,14.23551,59.58421,0.004829,6.950436
a468f3f887,14.66161,61.99702,0.001687,6.930439
c46580df2f,9.468805,87.09444,0.013253,9.217199
43cbfc50e6,5.367118,38.63621,0.014701,10.41812
78af2f5bfa,5.367118,38.63621,0.014701,10.41812
5d365f32c5,9.468805,87.09444,0.013253,9.217199
364f3926d0,12.25329,159.7276,0.012171,8.347103
0fb77286f7,17.50044,181.2968,0.005179,1.985984
f137ac254a,13.5547,169.0795,0.006996,5.874764
4f04fd5fb7,9.025479,120.4511,0.010298,9.212002
eb13da554a,13.5547,169.0795,0.006996,5.874764
5a77390aab,2.619905,186.1339,0.008958,2.369931
364353463c,9.458168,79.78745,0.00954,9.012342
dc043345ba,2.619905,186.1339,0.008958,2.369931
bdaa861fa0,11.98584,94.65305,0.00523,5.30555
9b2188f85d,11.98584,94.65305,0.00523,5.30555
71937940a0,11.98584,94.65305,0.00523,5.30555
61183acd7a,11.98584,94.65305,0.00523,5.30555
4f34baaae2,11.98584,94.65305,0.00523,5.30555
7ac38c03ef,11.98584,94.65305,0.00523,5.30555
5556fdf2a1,11.98584,94.65305,0.00523,5.30555
3745b5acba,8.879251,136.5926,0.007343,9.115355
491671c2e2,10.74421,90.603,0.006161,6.55809
4c370596e2,10.74421,90.603,0.006161,6.55809
08289fb116,12.15885,86.1666,0.000585,6.98185
ca04378e6c,13.1221,75.83897,0.00076,7.480878
69ed62780f,12.15885,86.1666,0.000585,6.98185
452c2c3003,14.16074,66.62808,0.000944,7.027273
27ef7da71d,15.58731,58.56942,0.001002,6.220861
48e65df076,14.16074,66.62808,0.000944,7.027273
d5ccdc4732,14.16074,66.62808,0.000944,7.027273
99dca527d3,14.16074,66.62808,0.000944,7.027273
6e116b24ba,15.58731,58.56942,0.001002,6.220861
e48ee18ba5,14.16074,66.62808,0.000944,7.027273
3bf30a97df,14.16074,66.62808,0.000944,7.027273
69e5848591,13.8174,77.56451,0.000622,7.039452
e7bf085b75,14.42382,85.63106,0.001003,7.072282
01ad2001cf,14.42382,85.63106,0.001003,7.072282
a222b66a41,14.42382,85.63106,0.001003,7.072282
779dff56cf,14.42382,85.63106,0.001003,7.072282
05e20567af,14.42382,85.63106,0.001003,7.072282
a482d2076d,14.42382,85.63106,0.001003,7.072282
56a3d63974,14.42382,85.63106,0.001003,7.072282
a42fef02bd,12.83341,80.4283,0.000939,7.483181
e2bf3acf8d,15.71861,68.90208,0.001099,7.397851
e87d8d60c1,15.71861,68.90208,0.001099,7.397851
f83989e876,15.84058,83.20083,0.000518,7.03092
adecfe5039,15.71861,68.90208,0.001099,7.397851
c48d7b3b10,15.96091,82.34104,0.000543,7.164154
9cc6a2f886,15.1035,92.10517,0.000397,5.343178
d15ebd03a8,15.31395,73.04643,0.000744,7.076027
4b82c328d5,14.51159,76.86512,0.000489,6.092952
ef161d71dc,12.15885,86.1666,0.000585,6.98185
43ea5d8f8f,13.8174,77.56451,0.000622,7.039452
4a37535db7,13.8174,77.56451,0.000622,7.039452
5b5e8edd21,13.8174,77.56451,0.000622,7.039452
ab8d8df869,13.8174,77.56451,0.000622,7.039452
88ea7ab331,13.8174,77.56451,0.000622,7.039452
d71aa3efae,13.8174,77.56451,0.000622,7.039452
5b60ff4050,14.42382,85.63106,0.001003,7.072282
db2018989e,14.42382,85.63106,0.001003,7.072282
e8e4cd5795,14.77338,81.39609,0.000616,7.30334
7839c295e7,16.17541,87.53065,0.000207,5.656149
0a94ae3790,15.96091,82.34104,0.000543,7.164154
cfa07b3122,15.1035,92.10517,0.000397,5.343178
a7be8c991f,15.1035,92.10517,0.000397,5.343178
8c64d107d7,15.1035,92.10517,0.000397,5.343178
552a2d9098,15.1035,92.10517,0.000397,5.343178
f5aa556b29,15.96091,82.34104,0.000543,7.164154
4a2e80d861,13.8174,77.56451,0.000622,7.039452
152a228cf0,16.80654,82.05251,0.000229,4.769757
90a095ec27,16.38505,83.36003,0.000073,6.122903
687d977eab,16.96398,89.94386,0.000342,4.60621
26153637da,17.9919,90.99289,0.000285,4.463984
021a8b192f,17.9919,90.99289,0.000285,4.463984
f549cecfea,17.9919,90.99289,0.000285,4.463984
5da28a8a99,17.61839,93.87666,0.000226,4.329853
c5eae2a14f,17.9919,90.99289,0.000285,4.463984
777352061a,16.17546,87.53079,0.000308,3.71816
7b036e18f3,15.1035,92.10517,0.000397,5.343178
ca6805db55,17.50797,91.93649,0.000307,3.557463
399d37e9ad,17.31963,83.57277,0.000304,4.375638
2aa4a17109,16.17546,87.53079,0.000308,3.71816
62f3dcf5ce,17.78925,94.70717,0.000384,4.189078
6b38c2cb30,17.80313,100.1489,0.000822,3.667411
06fa0ace72,16.38323,95.69341,0.000664,4.785394
7441905d47,17.50797,91.93649,0.000307,3.557463
8266dc6204,15.16635,96.32554,0.001604,6.716511
0c3fab82ff,15.16635,96.32554,0.001604,6.716511
4b4ca11a10,17.80313,100.1489,0.000822,3.667411
5c382b005f,15.16635,96.32554,0.001604,6.716511
7523c82517,15.16635,96.32554,0.001604,6.716511
9b532de778,15.03013,106.6288,0.001657,6.288725
f166b72b5e,17.58357,107.9865,0.000985,3.485852
8c183a45d4,17.58357,107.9865,0.000985,3.485852
c782d99486,17.58357,107.9865,0.000985,3.485852
eec9c39afa,17.58357,107.9865,0.000985,3.485852
0a535804e1,17.69376,91.26728,0.000799,3.787617
c0dc92009d,16.50393,83.43166,0.001256,3.836901
230106b9e7,17.58357,107.9865,0.000985,3.485852
c1f2863841,17.41402,95.53065,0.001629,3.00965
1f808fd63f,17.41402,95.53065,0.001629,3.00965
a2900539fe,14.98729,97.33176,0.002517,2.594055
b41aad28f5,16.50393,83.43166,0.001256,3.836901
991e011801,15.40367,73.70908,0.000715,4.944613
ef9fb09664,15.40367,73.70908,0.000715,4.944613
0749bbe2be,16.50393,83.43166,0.001256,3.836901
1d41935d73,18.54153,74.56419,0.001231,6.920649
29e4063486,18.54153,74.56419,0.001231,6.920649
6fe8b83936,15.1035,92.10517,0.000397,5.343178
476bab2ded,15.1035,92.10517,0.000397,5.343178
84fe1c0b56,14.77338,81.39609,0.000616,7.30334
5eece73ae9,14.77338,81.39609,0.000616,7.30334
d4c2eb4eeb,12.0268,90.62184,0.000472,7.759456
54a68afb02,16.8041,100.1674,0.000839,6.733995
79a56120e6,15.49314,81.82684,0.000564,6.683755
26643b0c52,17.80766,95.02694,0.000546,7.234316
fbacc43c1f,17.80766,95.02694,0.000546,7.234316
3c9a2bb4e6,17.80766,95.02694,0.000546,7.234316
42832f29a7,17.80766,95.02694,0.000546,7.234316
35d05a5fc0,17.80766,95.02694,0.000546,7.234316
69fa5fe8a8,17.5821,96.9049,0.000457,7.129319
667c08160d,17.5821,96.9049,0.000457,7.129319
d66b6ed5a7,17.90931,97.63224,0.000069,7.072635
3521a6e17c,17.90931,97.63224,0.000069,7.072635
17df3fc26a,17.42271,98.08881,0.000186,7.277761
9e5ab98769,17.57885,95.75049,0.000042,6.833285
c5c6889eb8,17.42271,98.08881,0.000186,7.277761
865b91dcd3,16.8041,100.1674,0.000839,6.733995
bdfd970db1,15.88887,105.3071,0.00086,6.913054
08680a5b59,15.88887,105.3071,0.00086,6.913054
96745647a4,15.88887,105.3071,0.00086,6.913054
885a6f8cc2,14.89708,115.0169,0.000829,5.582476
41b1fedcf4,14.89708,115.0169,0.000829,5.582476
5d39c488d4,14.33468,99.75718,0.001061,3.958081
16cf252b47,17.17747,98.00722,0.000634,4.501062
8eb1d982c2,17.17747,98.00722,0.000634,4.501062
44959fd2c4,18.19044,95.85365,0.000112,6.03079
17de1f8ea7,18.19044,95.85365,0.000112,6.03079
680e5f15d0,19.01517,98.0278,0.000173,4.19236
c45c115eba,19.01517,98.0278,0.000173,4.19236
88476015bb,18.19044,95.85365,0.000112,6.03079
dd83b74414,11.15028,119.8148,0.003027,3.095694
39d25c444a,13.75326,111.4889,0.003682,3.900512
4ecda8be2d,12.47168,107.4819,0.003715,6.558862
854bde7c42,18.19202,98.4128,0.001422,6.256618
839cca07b0,13.75326,111.4889,0.003682,3.900512
45808e7b60,19.19981,100.7197,0.00134,3.815108
5910192908,19.19981,100.7197,0.00134,3.815108
bb5b9ae190,19.19981,100.7197,0.00134,3.815108
70b65714b4,18.19202,98.4128,0.001422,6.256618
d8d63b5db7,17.76063,94.51315,0.000176,6.757824
29509b6be4,17.76063,94.51315,0.000176,6.757824
50d1591b0f,17.17747,98.00722,0.000634,4.501062
131d56d4aa,17.90931,97.63224,0.000069,7.072635
4163f163ef,17.24129,96.99451,0.000602,6.727215
0242dfb62a,18.253,98.06314,0.000245,6.899426
bf304d80b9,17.24129,96.99451,0.000602,6.727215
cc8e589d28,18.253,98.06314,0.000245,6.899426
72786bdd39,15.88887,105.3071,0.000746,6.132442
296dd201bf,17.24129,96.99451,0.000602,6.727215
c8892e71e3,16.24399,92.22893,0.000985,7.507261
662caba20f,13.8174,77.56451,0.000622,7.039452
2fc528709d,12.83341,80.4283,0.000939,7.483181
990320f60c,13.8174,77.56451,0.000622,7.039452
67e982e5d5,15.51864,69.04438,0.000694,6.780762
b0a416cd53,15.51864,69.04438,0.000694,6.780762
08c83076e4,15.51864,69.04438,0.000694,6.780762
798fa5a77e,15.51864,69.04438,0.000694,6.780762
59c1d883d1,15.51864,69.04438,0.000694,6.780762
c36ead8ee1,15.51864,69.04438,0.000694,6.780762
6cb7edc8f7,15.51864,69.04438,0.000694,6.780762
fdfb370dba,15.51864,69.04438,0.000694,6.780762
d2c1f98a84,15.51864,69.04438,0.000694,6.780762
7b32f8e56a,15.51864,69.04438,0.000694,6.780762
d26c8e7abd,18.54153,74.56419,0.001231,6.920649
1808cbfcb2,15.51864,69.04438,0.000694,6.780762
9ded0c3de9,18.77827,94.0649,0.000599,3.401433
de5c7302e6,15.51864,69.04438,0.000694,6.780762
f6c0fcfd9d,15.51864,69.04438,0.000694,6.780762
86fac5658d,15.51864,69.04438,0.000694,6.780762
e94b547de4,15.51864,69.04438,0.000694,6.780762
c1f9115bee,15.72371,68.33009,0.000143,6.658103
b880e7305f,15.72371,68.33009,0.000143,6.658103
798495efa6,15.51864,69.04438,0.000694,6.780762
6d22e6cb52,15.51864,69.04438,0.000694,6.780762
5ad3bcba27,15.51864,69.04438,0.000694,6.780762
ba62a5153d,15.72371,68.33009,0.000143,6.658103
835b6f3441,15.51864,69.04438,0.000694,6.780762
d7cc54c7bb,15.51864,69.04438,0.000694,6.780762
0ba4bba113,15.72371,68.33009,0.000143,6.658103
dbd8c0aab7,17.54629,94.37234,0.000442,4.337646
5695daecea,17.60532,94.3173,0.000595,4.009352
8071a1d4fd,17.54629,94.37234,0.000442,4.337646
7a7924140a,17.54629,94.37234,0.000442,4.337646
21148aba3d,15.1035,92.10517,0.000397,5.343178
e172abc127,16.8041,100.1674,0.000839,6.733995
a8c10e72a5,16.24399,92.22893,0.000985,7.507261
6e954bbb73,13.8174,77.56451,0.000622,7.039452
83e1b732db,14.42382,85.63106,0.001003,7.072282
912b8b7cb6,14.42382,85.63106,0.001003,7.072282
fb45db7e29,14.42382,85.63106,0.001003,7.072282
9875c7d98b,14.42382,85.63106,0.001003,7.072282
415ea57aab,16.38323,95.69341,0.000664,4.785394
58f0db4af3,14.51159,76.86512,0.000489,6.092952
47536b3aa5,9.468805,87.09444,0.013253,9.217199
e182e8043b,9.468805,87.09444,0.013253,9.217199
52325a0618,16.8041,100.1674,0.000839,6.733995
978d6c79d7,17.24129,96.99451,0.000602,6.727215
7c36f5a791,4.295601,105.8645,0.000518,6.047959
d1d0a9ac2c,4.295601,105.8645,0.000518,6.047959
5aa975533d,4.295601,105.8645,0.000518,6.047959
351bfa1242,7.861183,98.01604,0.001504,5.414772
d5b94b482c,4.295601,105.8645,0.000518,6.047959
98f958869e,8.294528,110.1742,0.001207,6.028421
5c47f59da8,7.861183,98.01604,0.001504,5.414772
320ebf00af,8.617558,105.0293,0.00252,4.618865
5a0aead8be,7.861183,98.01604,0.001504,5.414772
1782b89ed0,7.861183,98.01604,0.001504,5.414772
e21f50bf87,10.13856,99.95184,0.000977,5.478238
c4ee3cefc1,10.05292,120.6843,0.000722,5.453421
4dd5e4f781,11.64407,91.29388,0.000592,3.929028
ecb07340e7,10.80492,84.56312,0.000383,3.36067
f879010878,10.80492,84.56312,0.000383,3.36067
371eb25ed7,10.13856,99.95184,0.000977,5.478238
d02fd71fa1,10.88345,99.21674,0.000879,3.238748
7a4b832588,15.94421,87.94494,0.004409,2.382206
b9ff4d2bf8,15.94421,87.94494,0.004409,2.382206
bb5ec5efd3,15.53158,102.4205,0.002824,4.369651
7f642de7da,15.53158,102.4205,0.002824,4.369651
620f6af8d8,18.77579,105.1478,0.001467,4.456433
06f7e0a51c,18.77579,105.1478,0.001467,4.456433
e3c2519835,18.77579,105.1478,0.001467,4.456433
f663959cb7,18.77579,105.1478,0.001467,4.456433
55bb0fb27b,21.79392,98.38781,0.003088,1.477594
c22801fcec,24.5146,82.05438,0.003753,2.334978
2d5f699d64,20.31644,88.84269,0.002926,2.289777
2f102a8d31,14.81597,96.59274,0.002422,5.492603
a09db6e6b3,14.81597,96.59274,0.002422,5.492603
354be63012,6.404082,111.1795,0.000818,6.175383
4a452ed0ae,11.0333,84.25428,0.003728,4.350496
fb0220e9a1,9.590039,107.2739,0.000331,6.900045
b898c95ddb,8.634792,99.68903,0.000839,8.104956
292b990e6f,8.634792,99.68903,0.000839,8.104956
f98dfa3ad2,8.634792,99.68903,0.000839,8.104956
2f50b40c86,8.368355,107.857,0.00035,7.181071
8e88e54d77,10.72309,87.07149,0.001112,7.832153
c608ad68b7,8.368355,107.857,0.00035,7.181071
eea926c9d1,16.4986,71.83189,0.002239,4.366096
d363bd31f6,7.185012,90.0049,0.000941,9.230013
8ef1881235,9.590039,107.2739,0.000331,6.900045
a31fde0440,9.061511,88.01866,0.001901,2.190924
66140fd143,8.308553,91.63762,0.000854,3.689913
a32709b3fd,8.222465,111.8054,0.000713,2.918908
621952f800,9.061511,88.01866,0.001901,2.190924
67ab9f00e8,8.814104,91.9389,0.0004,4.714654
c8b3a30dab,11.2753,116.4873,0.003163,7.420683
ed8d712012,11.2753,116.4873,0.003163,7.420683
8e3250737c,11.2753,116.4873,0.003163,7.420683
6d7e012b81,9.459823,120.3008,0.000002,5.641212
5b06cdb549,9.47273,119.8418,0.000001,5.660301
f330aa1cd2,9.459823,120.3008,0.000002,5.641212
93eccf4902,9.459823,120.3008,0.000002,5.641212
7ad3946f08,9.459823,120.3008,0.000002,5.641212
11e10d7a32,9.459823,120.3008,0.000002,5.641212
22d480833b,9.459823,120.3008,0.000002,5.641212
8e4587da6b,9.459823,120.3008,0.000002,5.641212
23a85d22d2,9.459823,120.3008,0.000002,5.641212
7ee4323045,9.444642,121.003,0.000002,5.608065
e76916e463,9.429784,121.5818,0.000001,5.450867
a425a4a4b5,9.429784,121.5818,0.000001,5.450867
0563e368f8,9.429784,121.5818,0.000001,5.450867
36edf4f3a6,9.429784,121.5818,0.000001,5.450867
4fbd729ddd,9.443013,121.0566,0.000002,5.541179
618aab76f5,9.429784,121.5818,0.000001,5.450867
c73e51972a,9.443013,121.0566,0.000002,5.541179
6b03dd3944,9.443013,121.0566,0.000002,5.541179
9559612c26,9.443013,121.0566,0.000002,5.541179
9733830170,9.429784,121.5818,0.000001,5.450867
73d2aa042b,9.429241,121.604,0.000001,5.375279
ddca8da67d,8.39251,90.07601,0.001037,5.630437
5094adcc3e,14.40124,115.3222,0.002589,3.462557
2b8b1d121f,14.0312,114.4114,0.001134,2.659615
74bb29c660,14.0312,114.4114,0.001134,2.659615
94731c3829,17.58553,103.3655,0.000933,2.298914
fb5a61b57e,10.85358,96.46112,0.001918,3.376954
0bdc2c8c15,10.85358,96.46112,0.001918,3.376954
6f07c8000f,14.12929,100.6955,0.001162,3.091071
99f99d51c0,14.12929,100.6955,0.001162,3.091071
9ffe71aae4,14.12929,100.6955,0.001162,3.091071
b75d12e937,14.12929,100.6955,0.001162,3.091071
d357d66d07,10.85358,96.46112,0.001918,3.376954
1bc2eb3319,14.12929,100.6955,0.001162,3.091071
9d93d50a5e,10.85358,96.46112,0.001918,3.376954
51c642c88b,10.85358,96.46112,0.001918,3.376954
f6c1f6b564,15.15995,96.46958,0.001193,3.328462
8c161cd0f3,15.88401,89.50053,0.001963,4.313793
c272a3162f,15.88401,89.50053,0.001963,4.313793
3fc9392a6e,15.15995,96.46958,0.001193,3.328462
1e09ecdfef,15.88401,89.50053,0.001963,4.313793
7c95b85f8e,16.88396,91.93349,0.00244,4.349068
809796bebf,11.40275,111.1269,0.001956,4.006941
cb260d6efb,16.14086,105.6029,0.002467,3.983566
e7791703fd,16.14086,105.6029,0.002467,3.983566
812f4892de,16.14086,105.6029,0.002467,3.983566
8ca40a36b0,16.14086,105.6029,0.002467,3.983566
0a825b368c,16.14086,105.6029,0.002467,3.983566
e257458b83,13.99171,102.8051,0.005324,5.029739
607724c9cb,13.99171,102.8051,0.005324,5.029739
b406d6cade,11.40275,111.1269,0.001956,4.006941
35df6c3639,11.40275,111.1269,0.001956,4.006941
c84c90806b,11.0715,95.42119,0.001656,3.184024
b75fc879dd,11.40275,111.1269,0.001956,4.006941
b0b5623a43,11.40275,111.1269,0.001956,4.006941
31e872d4e6,11.40275,111.1269,0.001956,4.006941
598cf0fe5d,12.11053,116.0815,0.002935,1.014424
efefa72067,16.09611,127.7884,0.002777,4.15067
540f5af529,12.11053,116.0815,0.002935,1.014424
21f8b847e6,16.09611,127.7884,0.002777,4.15067
7a44b924c2,16.09611,127.7884,0.002777,4.15067
2e708656b7,16.09611,127.7884,0.002777,4.15067
2e5e587a25,16.88396,91.93349,0.00244,4.349068
c7049cda88,13.99171,102.8051,0.005324,5.029739
22fa0e50e9,19.73011,121.254,0.002383,1.909426
08f10abef7,19.73011,121.254,0.002383,1.909426
3fad60c258,18.69859,106.7211,0.002656,1.477014
ed26a493c0,18.69859,106.7211,0.002656,1.477014
5dcb181372,16.97062,93.79683,0.001307,3.586616
adc9171a7f,16.97062,93.79683,0.001307,3.586616
8584b356fb,11.0715,95.42119,0.001656,3.184024
7923d94313,16.97062,93.79683,0.001307,3.586616
b46680308b,15.36718,100.9375,0.00076,4.44901
0eaa752024,13.99171,102.8051,0.005324,5.029739
4e2be31c42,13.01331,95.88345,0.005989,5.764794
89275ba037,19.73011,121.254,0.002383,1.909426
f9242fee75,19.73011,121.254,0.002383,1.909426
1d4ac28d7c,19.73011,121.254,0.002383,1.909426
b364d3e7e0,19.73011,121.254,0.002383,1.909426
597aafe37e,13.01331,95.88345,0.005989,5.764794
972c012e38,11.40636,83.38266,0.004307,4.705025
883b545871,10.54038,60.02847,0.003175,3.225111
5979ff8af0,10.54038,60.02847,0.003175,3.225111
7ac52575ef,17.33747,121.7985,0.002684,3.131765
2fc685a795,17.33747,121.7985,0.002684,3.131765
e612b35922,17.33747,121.7985,0.002684,3.131765
5c99133b18,17.33747,121.7985,0.002684,3.131765
c2a00f4fc9,17.33747,121.7985,0.002684,3.131765
00cb785f98,17.33747,121.7985,0.002684,3.131765
dc4d718cac,17.33747,121.7985,0.002684,3.131765
9acd9c59b9,17.33747,121.7985,0.002684,3.131765
ffd16699aa,17.33747,121.7985,0.002684,3.131765
67bc12ff9e,17.33747,121.7985,0.002684,3.131765
af60b0ccb2,17.33747,121.7985,0.002684,3.131765
869a9afcc3,15.74387,111.0562,0.002309,3.011052
ff72f11910,17.33747,121.7985,0.002684,3.131765
bd79fc829e,18.69859,106.7211,0.002656,1.477014
4dde35ab40,14.19462,97.23685,0.000936,3.737522
a8d0de4f20,13.01331,95.88345,0.005989,5.764794
057cbd2b64,8.356922,88.02378,0.003607,4.354607
b5508703ff,7.734052,77.7016,0.003585,2.776288
58d9700d91,10.14063,96.47603,0.003475,3.755138
3eb77d3b7c,18.74265,84.0376,0.004457,1.542527
dc7d2b187f,20.86351,89.89362,0.002754,2.092594
4f33244f1c,20.86351,89.89362,0.002754,2.092594
0b19e2d5ed,14.44047,107.5863,0.003305,5.23002
e83bd4683f,10.14063,96.47603,0.003475,3.755138
b5df11208d,13.08244,122.5542,0.002257,4.567667
20481c95c1,10.04891,128.5799,0.00248,4.231991
1a758ea2ff,17.72608,88.63161,0.003156,2.820299
8ed12cec53,13.08244,122.5542,0.002257,4.567667
fa28094a6a,10.04891,128.5799,0.00248,4.231991
7a799583cb,10.04891,128.5799,0.00248,4.231991
f5a14f44ad,14.68927,92.18814,0.001154,4.585824
106e7b3797,12.76178,110.0448,0.001405,3.940643
59ce6820af,12.76178,110.0448,0.001405,3.940643
baa77be9c8,12.76178,110.0448,0.001405,3.940643
060ecade10,9.631453,100.6204,0.002686,3.697488
73af087e6e,9.631453,100.6204,0.002686,3.697488
ff8c2f27fb,10.23445,88.8594,0.002291,4.824765
0434eaf7f8,10.23445,88.8594,0.002291,4.824765
ad9b11839f,10.23445,88.8594,0.002291,4.824765
6bd7814806,10.23445,88.8594,0.002291,4.824765
5ef3459060,10.00993,109.6477,0.0033,5.494054
4859760f44,10.00993,109.6477,0.0033,5.494054
8e656131a2,14.68927,92.18814,0.001154,4.585824
e1732b0b12,11.03573,103.5313,0.001519,4.826265
cef0518ff2,11.03573,103.5313,0.001519,4.826265
1e3170b6d0,15.64311,98.11431,0.001945,3.493751
3ca95908ff,15.64311,98.11431,0.001945,3.493751
00407420c2,15.64311,98.11431,0.001945,3.493751
9eb973eac8,15.64311,98.11431,0.001945,3.493751
87056f013a,15.64311,98.11431,0.001945,3.493751
af8cb85b0b,15.39004,112.7436,0.001611,4.797389
79f2b79707,14.68927,92.18814,0.001154,4.585824
ca98494413,12.34019,103.1385,0.000535,4.276953
69db1a5da2,5.401598,99.22288,0.001423,4.884926
6b43246922,5.401598,99.22288,0.001423,4.884926
f1169b2848,5.401598,99.22288,0.001423,4.884926
ca8ba8f188,5.401598,99.22288,0.001423,4.884926
ca720446e0,5.811562,90.3224,0.000952,5.64837
36f17d559b,5.811562,90.3224,0.000952,5.64837
f2f85a5783,5.439778,92.58068,0.000465,5.400007
9475695bce,5.811562,90.3224,0.000952,5.64837
7b4ee81fce,7.25931,124.3891,0.001871,5.959907
7fa236e9dc,5.811562,90.3224,0.000952,5.64837
780440b797,7.315515,113.1863,0.001422,6.134757
c0104885f0,14.68927,92.18814,0.001154,4.585824
f90d39eeb6,15.64311,98.11431,0.001945,3.493751
39bc708a64,15.64311,98.11431,0.001945,3.493751
53137c545b,15.64311,98.11431,0.001945,3.493751
fbaf74a887,13.11001,110.5012,0.000651,4.354842
c74d5c9f25,11.42318,95.37439,0.000901,6.749943
47de90f6fc,11.42318,95.37439,0.000901,6.749943
309739eaf9,11.42318,95.37439,0.000901,6.749943
c80be43b31,11.42318,95.37439,0.000901,6.749943
e4bc9892bf,13.4329,99.11859,0.001061,7.890781
1b36286019,15.80745,86.91904,0.001127,7.753822
250a7e1077,15.80745,86.91904,0.001127,7.753822
16bf93efa2,10.44094,110.3311,0.000966,5.274646
f1ecfac2e5,10.05141,103.3442,0.001428,5.467021
f71c1276e6,13.31988,86.88192,0.000871,7.037067
39b17a886b,13.31988,86.88192,0.000871,7.037067
d1b210500d,15.80745,86.91904,0.001127,7.753822
019eab60be,18.06524,104.2142,0.005635,6.557722
a4a0e1e64d,13.4329,99.11859,0.001061,7.890781
882169342f,11.68324,103.7163,0.000365,6.466572
89811e60ed,12.4972,104.5604,0.000338,7.484307
a6a26ac068,13.28335,106.7921,0.000586,7.808782
269de8a512,17.15473,101.3353,0.001845,6.36948
faa1d12e2b,17.15473,101.3353,0.001845,6.36948
cdea22734f,19.13061,122.4269,0.005796,4.527097
6440e324db,19.13061,122.4269,0.005796,4.527097
9371c6602b,17.02083,147.8091,0.003178,6.960205
232585f829,14.98925,165.759,0.004595,6.962299
6493658b7e,18.17944,124.0464,0.002198,2.636713
c38a0d7285,17.9185,90.30317,0.003063,6.885436
622718e2a0,12.86333,113.6282,0.000255,4.452299
25acd96fcd,13.59074,111.2791,0.000321,4.553594
ee35932838,13.59741,107.6087,0.000813,7.966204
ae786f9285,13.09862,107.8611,0.000432,8.07995
939f5c3cb5,14.41509,116.9916,0.000621,6.912237
af48efb441,14.41509,116.9916,0.000621,6.912237
f7b5acedb9,14.41509,116.9916,0.000621,6.912237
37a76c9e46,14.41509,116.9916,0.000621,6.912237
d9ee325fef,14.41509,116.9916,0.000621,6.912237
d45f2b3aad,14.41509,116.9916,0.000621,6.912237
21f9d395b4,16.01579,118.5774,0.000785,3.812915
f93ebaadbb,16.01579,118.5774,0.000785,3.812915
9630743841,14.41509,116.9916,0.000621,6.912237
546258d18e,16.23787,118.305,0.001107,3.599862
84a6d9e756,13.28335,106.7921,0.000586,7.808782
cfc5b4f144,11.76596,80.7059,0.004902,7.472148
f4979f3738,14.6058,108.456,0.001078,6.234683
3d586add7d,16.01579,118.5774,0.000785,3.812915
0ef5714709,16.01579,118.5774,0.000785,3.812915
a6652e4cb5,14.68586,106.6776,0.001807,2.314059
2531cf7fc9,17.60052,119.8623,0.002173,3.389021
706690a7a0,10.44046,126.457,0.003228,8.678929
f061e4327e,14.68586,106.6776,0.001807,2.314059
fbc74a67e0,18.22418,105.1521,0.002745,2.941976
74d2e779c4,10.24041,122.4442,0.002026,2.969299
88d8b2f148,11.58841,138.4931,0.002986,5.862677
b184f4eebf,11.58841,138.4931,0.002986,5.862677
d0a5a8f301,10.44046,126.457,0.003228,8.678929
0a4fb86c91,12.55064,144.8199,0.004237,2.408553
7b908d6824,12.55064,144.8199,0.004237,2.408553
bd1658bac2,12.55064,144.8199,0.004237,2.408553
f351b4e887,18.22418,105.1521,0.002745,2.941976
66e44a38a7,14.05454,136.1914,0.00503,3.877601
9b4d601581,15.17684,156.5208,0.00239,5.972324
8ae87c08c5,10.44046,126.457,0.003228,8.678929
1e86774081,16.01579,118.5774,0.000785,3.812915
a1ee2549f0,11.05056,95.52801,0.001204,5.346449
56c54d5df3,7.676145,108.2325,0.003968,7.245941
a8893d566e,12.69902,86.98804,0.000825,5.153528
d81ebc65fb,11.05056,95.52801,0.001204,5.346449
6f751a3447,7.676145,108.2325,0.003968,7.245941
98171ca620,12.84276,86.3575,0.004146,6.344513
b61e98d04e,12.69902,86.98804,0.000825,5.153528
f95808cee8,7.676145,108.2325,0.003968,7.245941
ed9500a372,11.44366,153.3,0.00449,8.580756
c2a6c610e4,16.28563,125.8261,0.006036,7.545677
44a0aa6006,13.0333,89.72675,0.000512,4.808895
30535b022f,13.0333,89.72675,0.000512,4.808895
6e1391364d,13.0333,89.72675,0.000512,4.808895
c2346f03aa,12.48627,108.0221,0.000454,4.715131
fd61c2f78b,14.43007,105.4835,0.000412,4.872782
188c4c8a8d,11.80253,107.4623,0.000378,4.674109
dd0273c254,11.80253,107.4623,0.000378,4.674109
d470164cd1,9.685891,104.784,0.000861,2.596984
fb6eefb5eb,9.685891,104.784,0.000861,2.596984
4cb882ca11,9.685891,104.784,0.000861,2.596984
dd1729959c,14.98775,103.684,0.000999,2.781052
101835a7b4,14.98775,103.684,0.000999,2.781052
423d90006b,12.69902,86.98804,0.000825,5.153528
b44326cdd1,12.69902,86.98804,0.000825,5.153528
cbdf62df8a,12.84276,86.3575,0.004146,6.344513
e044697cdc,12.84276,86.3575,0.004146,6.344513
dd2b86e73e,12.84276,86.3575,0.004146,6.344513
